ACTION;WORDNET;WN_OFFSET;VERBNET;FRAMENET;NPC
insert emerald cluster in third hole;insert.v.01;v01421622;;62;0
insert film in film projector;insert.v.01;v01421622;;62;0
insert good bedistor in cube;insert.v.01;v01421622;;62;0
insert green card in slot;insert.v.01;v01421622;;62;0
insert indigo card in slot;insert.v.01;v01421622;;62;0
insert interface in nutrimat;insert.v.01;v01421622;;62;0
insert new battery in laser;insert.v.01;v01421622;;62;0
insert oar in oarlock;insert.v.01;v01421622;;62;0
insert opal cluster in fourth hole;insert.v.01;v01421622;;62;0
insert orange card in slot;insert.v.01;v01421622;;62;0
insert red card in slot;insert.v.01;v01421622;;62;0
insert ruby cluster in second hole;insert.v.01;v01421622;;62;0
insert shiny board in panel;insert.v.01;v01421622;;62;0
insert slide in it;insert.v.01;v01421622;;62;0
insert violet card in slot;insert.v.01;v01421622;;62;0
insert wishbringer in sculpture;insert.v.01;v01421622;;62;0
insert yellow card in slot;insert.v.01;v01421622;;62;0
insult joe;insert.v.01;v01421622;;62;0
insult vincent;insert.v.01;v01421622;;62;0
inventory;inventory.v.01;v02472495;;;0
izyuk me;;;;;0
izyuk myself;;;;;0
jacket;choose.v.01;v00674607;get-13.5.1;352;0
jam branch under plate;throng.v.01;v02064131;spray-9.7-1-1;62;0
jill, hold me;hold.v.02;v01216670;hold-15.1-1;245;1
jindak;;;;;0
join golden rod to brown rod;join.v.02;v01295275;mix-22.1-2-1;197;0
join golden rod to green rod;join.v.02;v01295275;mix-22.1-2-1;197;0
join red rod to silver rod;join.v.02;v01295275;mix-22.1-2-1;197;0
jump;jump.v.01;v01963942;run-51.3.2;64;0
jump lake;jump.v.01;v01963942;run-51.3.2;64;0
jump off equipment;jump.v.01;v01963942;run-51.3.2;64;0
jump onto riser;jump.v.01;v01963942;run-51.3.2;64;0
jump out window;jump.v.01;v01963942;run-51.3.2;64;0
jump to beanstalk;jump.v.01;v01963942;run-51.3.2;64;0
jump to brown rock;jump.v.01;v01963942;run-51.3.2;64;0
jump to roof;jump.v.01;v01963942;run-51.3.2;64;0
k9, follow me;follow.v.01;v01998432;chase-51.6;56;1
k9, shoot boulder;blast.v.07;v01134781;;485;1
k9, shoot door;blast.v.07;v01134781;;485;1
kick second window;kick.v.03;v01370561;hit-18.1-1;;0
kick south wall;kick.v.03;v01370561;hit-18.1-1;;0
kick thug;kick.v.03;v01370561;hit-18.1-1;112;0
kill dragon;kill.v.01;v01323958;murder-42.1-1;590;0
kill eranti;kill.v.01;v01323958;murder-42.1-1;590;0
kill figure with sword;kill.v.01;v01323958;murder-42.1-1;590;0
kill skink;kill.v.01;v01323958;murder-42.1-1;590;0
kill sofia with opener;kill.v.01;v01323958;murder-42.1-1;590;0
kill thief with nasty knife;kill.v.01;v01323958;murder-42.1-1;590;0
kill troll with sword;kill.v.01;v01323958;murder-42.1-1;590;0
kiss corpse;snog.v.01;v01431230;touch-20-1;17;0
kiss frog;snog.v.01;v01431230;touch-20-1;17;0
knight, open flagstone;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;1
knock knock;knock.v.02;v01414467;hit-18.1-1;311;0
knock on door;knock.v.02;v01414467;hit-18.1-1;311;0
knock on door 11;knock.v.02;v01414467;hit-18.1-1;311;0
knock on window;knock.v.02;v01414467;hit-18.1-1;311;0
krebf shredded scroll;;;;;0
kulcad stairs;;;;;0
l;look.v.01;v02130524;peer-30.3;66;0
l in box;look.v.01;v02130524;peer-30.3;66;0
l in cabinet;look.v.01;v02130524;peer-30.3;66;0
l in hatch;look.v.01;v02130524;peer-30.3;66;0
l up terrock in leshosh;look.v.01;v02130524;peer-30.3;66;0
land;land.v.02;v01981036;pocket-9.10-1;2642;0
latitude is 25;state.v.01;v01009240;say-37.7-1;;0
launch;launch.v.03;v01515415;;1387;0
launch command;;;;;0
lean ladder against fence;lean.v.02;v01606574;put_spatial-9.2-1,spatial_configuration-47.6;62;0
learn bekdab;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn blorb;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn blorple;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn bozbar;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn caskly;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn egdelp;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn espnis;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn exex;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn feeyuk;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn fiznav;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn foblub;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn frotz;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn fweep;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn girgol;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn gloth;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn gondar;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn huncho;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn izyuk;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn izyuk spell;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn jindak;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn krebf;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn ledak;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn lesoch;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn liskon;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn lleps;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn lobal;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn malyon;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn meef, meef and swanzo;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn melbor;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn nitfol;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn ozmoo;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn pulver;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn rezrov;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn shazok;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn snavig;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn swanko;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn taclor;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn throck;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn tinsot;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn tossio;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn urbzig;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn vaxum;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn yomin;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn zemdor;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
learn zifmia;memorize.v.01;v00604576;learn-14-1,learn-14-2-1;1132;0
leave bed;exit.v.01;v02015598;escape-51.1-1,leave-51.2-1;;0
ledak painting;;;;;0
left;travel.v.01;v01835496;run-51.3.2;7;0
lick pet;lick.v.02;v001432176;chew-39.2-1,touch-20-1,wipe_manner-10.4.1-1;17;0
lie down;lie_down.v.01;v01985029;assuming_position-50;770;0
lie down in front of bulldozer;lie_down.v.01;v01985029;assuming_position-50;770;0
lie in bed;lie_down.v.01;v01985029;assuming_position-50;770;0
lie in tiny little bed;lie_down.v.01;v01985029;assuming_position-50;770;0
lie on bed;lie_down.v.01;v01985029;assuming_position-50;770;0
lie on couch;lie_down.v.01;v01985029;assuming_position-50;770;0
lift grate;raise.v.02;v01974062;put_direction-9.4;55;0
lift plywood cover;raise.v.02;v01974062;put_direction-9.4;55;0
lift seat;raise.v.02;v01974062;put_direction-9.4;55;0
light candle;light_up.v.05;v01199881;;283;0
light candle with fire;light_up.v.05;v01199881;;283;0
light candle with match;light_up.v.05;v01199881;;283;0
light candles with match;light_up.v.05;v01199881;;283;0
light coal;light_up.v.05;v01199881;;283;0
light firewood with match;light_up.v.05;v01199881;;283;0
light firework;light_up.v.05;v01199881;;283;0
light flashlight;light_up.v.05;v01199881;;283;0
light fuse with match;light_up.v.05;v01199881;;283;0
light gas;light_up.v.05;v01199881;;283;0
light it;light_up.v.05;v01199881;;283;0
light lamp;light_up.v.05;v01199881;;283;0
light lantern;light_up.v.05;v01199881;;283;0
light match;light_up.v.05;v01199881;;283;0
light newspaper with pipe;light_up.v.05;v01199881;;283;0
light pipe with match;light_up.v.05;v01199881;;283;0
light salt with bug;light_up.v.05;v01199881;;283;0
light torch;light_up.v.05;v01199881;;283;0
light torch with fire;light_up.v.05;v01199881;;283;0
light torch with newspaper;light_up.v.05;v01199881;;283;0
liskon me;;;;;0
liskon self;;;;;0
liskon snake;;;;;0
listen;listen.v.01;v02169891;peer-30.3;66;0
listen to conversation;listen.v.01;v02169891;peer-30.3;66;0
listen to dial;listen.v.01;v02169891;peer-30.3;66;0
listen to girl;listen.v.01;v02169891;peer-30.3;66;0
listen to wall;listen.v.01;v02169891;peer-30.3;66;0
lleps urbzig;;;;;0
load it;load.v.02;v01490336;;;0
lobal me;;;;;0
lock cabinet with key;lock.v.01;v01348174;tape-22.4;;0
lock door;lock.v.01;v01348174;tape-22.4;;0
lock door with key;lock.v.01;v01348174;tape-22.4;;0
lock it with padlock;lock.v.01;v01348174;tape-22.4;;0
longitude is 25;state.v.01;v01009240;say-37.7-1;;0
look;look.v.01;v02130524;peer-30.3;66;0
look at bookshelf;look.v.01;v02130524;peer-30.3;66;0
look at controls;look.v.01;v02130524;peer-30.3;66;0
look at device;look.v.01;v02130524;peer-30.3;66;0
look at fireplace;look.v.01;v02130524;peer-30.3;66;0
look at frank;look.v.01;v02130524;peer-30.3;66;0
look at furnace;look.v.01;v02130524;peer-30.3;66;0
look at list;look.v.01;v02130524;peer-30.3;66;0
look at little window;look.v.01;v02130524;peer-30.3;66;0
look at mural;look.v.01;v02130524;peer-30.3;66;0
look at paintings;look.v.01;v02130524;peer-30.3;66;0
look at queenie;look.v.01;v02130524;peer-30.3;66;0
look at ring;look.v.01;v02130524;peer-30.3;66;0
look at ron;look.v.01;v02130524;peer-30.3;66;0
look at scene;look.v.01;v02130524;peer-30.3;66;0
look at screen;look.v.01;v02130524;peer-30.3;66;0
look at shadow;look.v.01;v02130524;peer-30.3;66;0
look at shape;look.v.01;v02130524;peer-30.3;66;0
look at statue through telescope;look.v.01;v02130524;peer-30.3;66;0
look at stephanie;look.v.01;v02130524;peer-30.3;66;0
look at tag through lens;look.v.01;v02130524;peer-30.3;66;0
look at window pane;look.v.01;v02130524;peer-30.3;66;0
look at woods;look.v.01;v02130524;peer-30.3;66;0
look behind painting;look.v.01;v02130524;peer-30.3;66;0
look behind tapestry;look.v.01;v02130524;peer-30.3;66;0
look for pig;look.v.01;v02130524;peer-30.3;66;0
look in bottle;look.v.01;v02130524;peer-30.3;66;0
look in box;look.v.01;v02130524;peer-30.3;66;0
look in bucket;look.v.01;v02130524;peer-30.3;66;0
look in cabinet;look.v.01;v02130524;peer-30.3;66;0
look in cannon;look.v.01;v02130524;peer-30.3;66;0
look in cauldron;look.v.01;v02130524;peer-30.3;66;0
look in closet;look.v.01;v02130524;peer-30.3;66;0
look in coat;look.v.01;v02130524;peer-30.3;66;0
look in crack;look.v.01;v02130524;peer-30.3;66;0
look in crypt;look.v.01;v02130524;peer-30.3;66;0
look in displaycase;look.v.01;v02130524;peer-30.3;66;0
look in fissure;look.v.01;v02130524;peer-30.3;66;0
look in fountain;look.v.01;v02130524;peer-30.3;66;0
look in hole;look.v.01;v02130524;peer-30.3;66;0
look in it;look.v.01;v02130524;peer-30.3;66;0
look in keg;look.v.01;v02130524;peer-30.3;66;0
look in mouth;look.v.01;v02130524;peer-30.3;66;0
look in nest;look.v.01;v02130524;peer-30.3;66;0
look in overalls;look.v.01;v02130524;peer-30.3;66;0
look in panel;look.v.01;v02130524;peer-30.3;66;0
look in pit;look.v.01;v02130524;peer-30.3;66;0
look in pocket;look.v.01;v02130524;peer-30.3;66;0
look in pram;look.v.01;v02130524;peer-30.3;66;0
look in rowboat;look.v.01;v02130524;peer-30.3;66;0
look in safe;look.v.01;v02130524;peer-30.3;66;0
look in tear;look.v.01;v02130524;peer-30.3;66;0
look in telescope;look.v.01;v02130524;peer-30.3;66;0
look in zipper;look.v.01;v02130524;peer-30.3;66;0
look inside tube;look.v.01;v02130524;peer-30.3;66;0
look into cage;look.v.01;v02130524;peer-30.3;66;0
look into relay;look.v.01;v02130524;peer-30.3;66;0
look into wagon;look.v.01;v02130524;peer-30.3;66;0
look out window;look.v.01;v02130524;peer-30.3;66;0
look shelf;look.v.01;v02130524;peer-30.3;66;0
look through astrolabe;look.v.01;v02130524;peer-30.3;66;0
look through binoculars at shelter;look.v.01;v02130524;peer-30.3;66;0
look through window;look.v.01;v02130524;peer-30.3;66;0
look under bed;look.v.01;v02130524;peer-30.3;66;0
look under bunk;look.v.01;v02130524;peer-30.3;66;0
look under cushion;look.v.01;v02130524;peer-30.3;66;0
look under floorboard;look.v.01;v02130524;peer-30.3;66;0
look under jukebox;look.v.01;v02130524;peer-30.3;66;0
look under lily pad;look.v.01;v02130524;peer-30.3;66;0
look under loudspeaker;look.v.01;v02130524;peer-30.3;66;0
look under mat;look.v.01;v02130524;peer-30.3;66;0
look under seat;look.v.01;v02130524;peer-30.3;66;0
look under sill;look.v.01;v02130524;peer-30.3;66;0
look under sofa;look.v.01;v02130524;peer-30.3;66;0
look under stairs;look.v.01;v02130524;peer-30.3;66;0
look under stove;look.v.01;v02130524;peer-30.3;66;0
look under table;look.v.01;v02130524;peer-30.3;66;0
look up;look.v.01;v02130524;peer-30.3;66;0
look up 1420 in map;consult.v.02;v00877083;;;0
look up cholok in leshosh;consult.v.02;v00877083;;;0
look up croseus in album;consult.v.02;v00877083;;;0
look up edward in record;consult.v.02;v00877083;;;0
look up elijah inrecord;consult.v.02;v00877083;;;0
look up eustacia in album;consult.v.02;v00877083;;;0
look up heinrich in record;consult.v.02;v00877083;;;0
look up indanaz in leshosh;consult.v.02;v00877083;;;0
look up index in history book;consult.v.02;v00877083;;;0
look up kebarn in leshosh;consult.v.02;v00877083;;;0
look up mordecai in record;consult.v.02;v00877083;;;0
look up partaim in fresto;consult.v.02;v00877083;;;0
look up squirrel in leshosh;consult.v.02;v00877083;;;0
look up ternalim in fresto;consult.v.02;v00877083;;;0
look up trophy in history book;consult.v.02;v00877083;;;0
look up verlac;consult.v.02;v00877083;;;0
look up wilhelm in album;consult.v.02;v00877083;;;0
look up wilhelm in record;consult.v.02;v00877083;;;0
look up william on nameplate;consult.v.02;v00877083;;;0
look up yetzuiz in fresto;consult.v.02;v00877083;;;0
lower basket;lower.v.01;v01973125;put_direction-9.4;;0
lower flag;lower.v.01;v01973125;put_direction-9.4;;0
lower grate;lower.v.01;v01973125;put_direction-9.4;;0
lower ladder;lower.v.01;v01973125;put_direction-9.4;;0
lower short pole;lower.v.01;v01973125;put_direction-9.4;;0
make sushi;cook.v.02;v01664172;build-26.1-1;268;0
malyon dragon;;;;;0
malyon idol;;;;;0
manaz;;;;;0
marvin, open the hatch;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;1
meef vines;;;;;0
meef weeds;;;;;0
melbor myself;;;;;0
melt head with torch;melt.v.01;v00444629;knead-26.5,other_cos-45.4;335;0
mix cauldron with spoon;;;;13;0
mix pan;;;;13;0
mosaic, lagach;;;;;0
mount horse;hop_on.v.01;v01923414;;197;0
mouse, south;travel.v.01;v01835496;run-51.3.2;7;0
mouse, west;travel.v.01;v01835496;run-51.3.2;7;0
move barrel;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move bench;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move block;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move bookshelf;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move carpet;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move cover;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move crank;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move desk;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move floorboards;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move handle;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move lighted portrait;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move moose;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move rail with bar;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move rug;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move slab;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move stone;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
move wardrobe;move.v.02;v01850315;roll-51.3.1,slide-11.2;55;0
mural, lagach;;;;;0
n;travel.v.01;v01835496;run-51.3.2;7;0
ne;travel.v.01;v01835496;run-51.3.2;7;0
nitfol frogs;;;;;0
nitfol turtle;;;;;0
no;answer.v.01;v00815686;;42;0
norbert;travel.v.01;v01835496;run-51.3.2;7;0
north;travel.v.01;v01835496;run-51.3.2;7;0
northeast;travel.v.01;v01835496;run-51.3.2;7;0
northwest;travel.v.01;v01835496;run-51.3.2;7;0
note counter;note.v.04;v01020934;sight-30.2;;0
note dryer;note.v.04;v01020934;sight-30.2;;0
note it;note.v.04;v01020934;sight-30.2;;0
note sink;note.v.04;v01020934;sight-30.2;;0
note stools;note.v.04;v01020934;sight-30.2;;0
note tables;note.v.04;v01020934;sight-30.2;;0
note vomit;note.v.04;v01020934;sight-30.2;;0
nw;travel.v.01;v01835496;run-51.3.2;7;0
odysseus;say.v.08;v00979870;say-37.7-1;6;0
offer 300;offer.v.07;v02298632;;2239;0
offer 400;offer.v.07;v02298632;;2239;0
offer 500;offer.v.07;v02298632;;2239;0
offer coin to delbin;offer.v.07;v02298632;;2239;0
oil door;oil.v.01;v01268571;butter-9.9;;0
oil handcar with can;oil.v.01;v01268571;butter-9.9;;0
oil secateurs;oil.v.01;v01268571;butter-9.9;;0
oozelumny;;;;;0
open access panel;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open air supply system with tool;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open app;open.v.11;v02140630;;;1
open aqua vial;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open back door;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open bag;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open bin;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open bio-lock door;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open bird;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open blue bottle;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open blue box;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open book;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open bottle;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open box;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open box then get cube;sequence.n.02;n05044822;;2135;0
open box with tool;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open briefcase;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open brown bottle;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open buoy;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open cabinet;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open cage;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open can;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open canteen;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open car;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open carton;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open case;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
